Компонент Модуль  Версія Сума,MGA-01900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00700-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00700-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-02400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00801-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00801-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00901-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-B_UA-IPS_C000 kWh  2.*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.03.2022 02:00 - 04:00,f,f,293,0,19,0,0,0,223,0,4,0,267,0,0,0,23,0,6,0,f,f,0,0,168,0,0,0,0,0,0,0,0,0,0,0,154,0,14,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,81,0,0,0,550,0,0,0,35,0,0,0,90,0,0,0,0,0,0,0,26,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 04:00 - 05:00,f,f,293,0,20,0,0,0,238,0,4,0,258,0,0,0,22,0,5,0,f,f,0,0,155,0,0,0,0,0,0,0,0,0,0,0,154,0,10,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,84,0,0,0,547,0,0,0,34,0,0,0,77,0,0,0,0,0,0,0,34,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 05:00 - 06:00,f,f,257,0,20,0,0,0,240,0,4,0,262,0,0,0,23,0,7,0,f,f,0,0,169,0,0,0,0,0,0,0,0,0,0,0,153,0,12,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,83,0,0,0,564,0,0,0,35,0,0,0,93,0,0,0,0,0,0,0,28,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 06:00 - 07:00,f,f,254,0,21,0,0,0,237,0,4,0,293,0,0,0,26,0,6,0,f,f,0,0,184,0,0,0,0,0,0,0,0,0,0,0,157,0,10,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,93,0,0,0,518,0,0,0,37,0,0,0,101,0,0,0,0,0,0,0,31,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 07:00 - 08:00,f,f,250,0,24,0,0,0,264,0,4,0,325,0,0,0,30,0,6,0,f,f,0,0,201,0,0,0,0,0,0,0,0,0,0,0,163,0,12,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,104,0,0,0,517,0,0,0,41,0,0,0,111,0,0,0,0,0,0,0,35,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 08:00 - 09:00,f,f,248,0,26,0,0,0,341,0,3,0,367,0,0,0,35,0,6,0,f,f,0,0,222,0,0,0,0,0,0,0,0,0,0,0,177,0,14,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,117,0,0,0,565,0,0,0,45,0,0,0,118,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 09:00 - 10:00,f,f,248,0,29,0,0,0,340,0,3,0,395,0,0,0,38,0,6,0,f,f,0,0,245,0,0,0,0,0,0,0,0,0,0,0,191,0,18,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,128,0,0,0,559,0,0,0,49,0,0,0,129,0,0,0,0,0,0,0,40,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 10:00 - 11:00,f,f,301,0,30,0,0,0,356,0,4,0,401,0,0,0,40,0,5,0,f,f,0,0,255,0,0,0,0,0,0,0,0,0,0,0,202,0,18,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,131,0,0,0,487,0,0,0,50,0,0,0,135,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 11:00 - 12:00,f,f,306,0,30,0,0,0,345,0,4,0,393,0,0,0,41,0,6,0,f,f,0,0,256,0,0,0,0,0,0,0,0,0,0,0,208,0,18,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,134,0,0,0,478,0,0,0,50,0,0,0,135,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 12:00 - 13:00,f,f,318,0,30,0,0,0,364,0,4,0,395,0,0,0,42,0,5,0,f,f,0,0,255,0,0,0,0,0,0,0,0,0,0,0,207,0,18,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,134,0,0,0,522,0,0,0,50,0,0,0,137,0,0,0,0,0,0,0,42,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 13:00 - 14:00,f,f,308,0,30,0,0,0,323,0,3,0,385,0,0,0,36,0,5,0,f,f,0,0,252,0,0,0,0,0,0,0,0,0,0,0,207,0,18,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,133,0,0,0,436,0,0,0,49,0,0,0,132,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 14:00 - 15:00,f,f,291,0,30,0,0,0,197,0,3,0,341,0,0,0,35,0,6,0,f,f,0,0,249,0,0,0,0,0,0,0,0,0,0,0,203,0,20,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,129,0,0,0,452,0,0,0,47,0,0,0,132,0,0,0,0,0,0,0,42,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 15:00 - 16:00,f,f,286,0,29,0,0,0,202,0,4,0,343,0,0,0,35,0,6,0,f,f,0,0,245,0,0,0,0,0,0,0,0,0,0,0,201,0,20,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,125,0,0,0,514,0,0,0,48,0,0,0,133,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 16:00 - 17:00,f,f,275,0,30,0,0,0,173,0,4,0,351,0,0,0,35,0,5,0,f,f,0,0,242,0,0,0,0,0,0,0,0,0,0,0,197,0,16,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,125,0,0,0,568,0,0,0,46,0,0,0,129,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 17:00 - 18:00,f,f,280,0,31,0,0,0,151,0,4,0,347,0,0,0,36,0,6,0,f,f,0,0,248,0,0,0,0,0,0,0,0,0,0,0,196,0,18,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,127,0,0,0,462,0,0,0,47,0,0,0,124,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 18:00 - 19:00,f,f,292,0,33,0,0,0,106,0,4,0,351,0,0,0,40,0,6,0,f,f,0,0,253,0,0,0,0,0,0,0,0,0,0,0,194,0,20,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,135,0,0,0,468,0,0,0,47,0,0,0,128,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 19:00 - 20:00,f,f,312,0,34,0,0,0,84,0,4,0,401,0,0,0,42,0,5,0,f,f,0,0,269,0,0,0,0,0,0,0,0,0,0,0,200,0,18,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,141,0,0,0,554,0,0,0,50,0,0,0,142,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 20:00 - 21:00,f,f,355,0,32,0,0,0,74,0,3,0,399,0,0,0,44,0,6,0,f,f,0,0,269,0,0,0,0,0,0,0,0,0,0,0,209,0,18,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,149,0,0,0,553,0,0,0,50,0,0,0,136,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 21:00 - 22:00,f,f,359,0,30,0,0,0,73,0,4,0,385,0,0,0,41,0,6,0,f,f,0,0,252,0,0,0,0,0,0,0,0,0,0,0,197,0,16,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,141,0,0,0,559,0,0,0,48,0,0,0,124,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 22:00 - 23:00,f,f,327,0,28,0,0,0,72,0,4,0,357,0,0,0,36,0,5,0,f,f,0,0,232,0,0,0,0,0,0,0,0,0,0,0,187,0,14,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,125,0,0,0,539,0,0,0,45,0,0,0,120,0,0,0,0,0,0,0,36,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
27.03.2022 23:00 - 24:00,f,f,335,0,25,0,0,0,69,0,4,0,305,0,0,0,31,0,6,0,f,f,0,0,220,0,0,0,0,0,0,0,0,0,0,0,179,0,14,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,111,0,0,0,555,0,0,0,40,0,0,0,103,0,0,0,0,0,0,0,34,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 00:00 - 01:00,f,f,343,0,23,0,0,0,71,0,4,0,297,0,0,0,26,0,4,0,f,f,0,0,201,0,0,0,0,0,0,0,0,0,0,0,172,0,16,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,98,0,0,0,474,0,0,0,39,0,0,0,102,0,0,0,0,0,0,0,35,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 01:00 - 02:00,f,f,347,0,21,0,0,0,70,0,4,0,280,0,0,0,25,0,6,0,f,f,0,0,186,0,0,0,0,0,0,0,0,0,0,0,163,0,14,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,91,0,0,0,529,0,0,0,38,0,0,0,98,0,0,0,0,0,0,0,32,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 02:00 - 03:00,f,f,324,0,20,0,0,0,68,0,4,0,276,0,0,0,24,0,4,0,f,f,0,0,179,0,0,0,0,0,0,0,0,0,0,0,160,0,12,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,88,0,0,0,554,0,0,0,36,0,0,0,94,0,0,0,0,0,0,0,32,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 03:00 - 04:00,f,f,326,0,20,0,0,0,68,0,4,0,266,0,0,0,23,0,6,0,f,f,0,0,175,0,0,0,0,0,0,0,0,0,0,0,158,0,12,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,86,0,0,0,600,0,0,0,36,0,0,0,90,0,0,0,0,0,0,0,32,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 04:00 - 05:00,f,f,338,0,21,0,0,0,68,0,4,0,270,0,0,0,24,0,5,0,f,f,0,0,179,0,0,0,0,0,0,0,0,0,0,0,156,0,12,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,86,0,0,0,542,0,0,0,36,0,0,0,98,0,0,0,0,0,0,0,32,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 05:00 - 06:00,f,f,357,0,22,0,0,0,66,0,4,0,272,0,0,0,24,0,6,0,f,f,0,0,188,0,0,0,0,0,0,0,0,0,0,0,157,0,14,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,88,0,0,0,559,0,0,0,36,0,0,0,100,0,0,0,0,0,0,0,34,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 06:00 - 07:00,f,f,324,0,25,0,0,0,70,0,4,0,305,0,0,0,27,0,10,0,f,f,0,0,212,0,0,0,0,0,0,0,0,0,0,0,163,0,16,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,102,0,0,0,617,0,0,0,40,0,0,0,107,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 07:00 - 08:00,f,f,338,0,29,0,0,0,91,0,4,0,359,0,0,0,35,0,41,0,f,f,0,0,241,0,0,0,0,0,0,0,0,0,0,0,170,0,18,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,120,0,0,0,746,0,0,0,44,0,0,0,123,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 08:00 - 09:00,f,f,427,0,31,0,0,0,270,0,4,0,393,0,0,0,42,0,116,0,f,f,0,0,265,0,0,0,0,0,0,0,0,0,0,0,189,0,22,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,141,0,0,0,941,0,0,0,50,0,0,0,136,0,0,0,0,0,0,0,47,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 09:00 - 10:00,f,f,543,0,32,0,0,0,458,0,4,0,417,0,0,0,45,0,110,0,f,f,0,0,284,0,0,0,0,0,0,0,0,0,0,0,205,0,24,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,149,0,0,0,1 008,0,0,0,55,0,0,0,146,0,0,0,0,0,0,0,48,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 10:00 - 11:00,f,f,612,0,32,0,0,0,442,0,4,0,417,0,0,0,43,0,85,0,f,f,0,0,291,0,0,0,0,0,0,0,0,0,0,0,202,0,26,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,152,0,0,0,968,0,0,0,55,0,0,0,140,0,0,0,0,0,0,0,47,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 11:00 - 12:00,f,f,564,0,31,0,0,0,427,0,4,0,409,0,0,0,43,0,94,0,f,f,0,0,285,0,0,0,0,0,0,0,0,0,0,0,204,0,22,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,151,0,0,0,927,0,0,0,54,0,0,0,144,0,0,0,0,0,0,0,47,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 12:00 - 13:00,f,f,481,0,30,0,0,0,482,0,4,0,401,0,0,0,40,0,43,0,f,f,0,0,276,0,0,0,0,0,0,0,0,0,0,0,202,0,22,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,143,0,0,0,668,0,0,0,52,0,0,0,140,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 13:00 - 14:00,f,f,507,0,29,0,0,0,474,0,4,0,391,0,0,0,40,0,71,0,f,f,0,0,268,0,0,0,0,0,0,0,0,0,0,0,198,0,24,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,139,0,0,0,919,0,0,0,49,0,0,0,135,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 14:00 - 15:00,f,f,456,0,28,0,0,0,461,0,4,0,381,0,0,0,38,0,64,0,f,f,0,0,259,0,0,0,0,0,0,0,0,0,0,0,193,0,20,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,135,0,0,0,983,0,0,0,48,0,0,0,133,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 15:00 - 16:00,f,f,450,0,29,0,0,0,400,0,4,0,377,0,0,0,37,0,6,0,f,f,0,0,248,0,0,0,0,0,0,0,0,0,0,0,189,0,18,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,129,0,0,0,694,0,0,0,45,0,0,0,129,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 16:00 - 17:00,f,f,462,0,28,0,0,0,325,0,4,0,403,0,0,0,37,0,6,0,f,f,0,0,239,0,0,0,0,0,0,0,0,0,0,0,187,0,14,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,126,0,0,0,813,0,0,0,46,0,0,0,126,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 17:00 - 18:00,f,f,477,0,30,0,0,0,276,0,4,0,387,0,0,0,35,0,6,0,f,f,0,0,239,0,0,0,0,0,0,0,0,0,0,0,190,0,18,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,124,0,0,0,955,0,0,0,45,0,0,0,127,0,0,0,0,0,0,0,46,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 18:00 - 19:00,f,f,450,0,32,0,0,0,129,0,4,0,393,0,0,0,36,0,6,0,f,f,0,0,247,0,0,0,0,0,0,0,0,0,0,0,193,0,18,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,128,0,0,0,947,0,0,0,47,0,0,0,134,0,0,0,0,0,0,0,49,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 19:00 - 20:00,f,f,429,0,33,0,0,0,85,0,4,0,409,0,0,0,39,0,7,0,f,f,0,0,267,0,0,0,0,0,0,0,0,0,0,0,195,0,16,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,137,0,0,0,931,0,0,0,49,0,0,0,134,0,0,0,0,0,0,0,48,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 20:00 - 21:00,f,f,430,0,33,0,0,0,83,0,4,0,403,0,0,0,41,0,6,0,f,f,0,0,266,0,0,0,0,0,0,0,0,0,0,0,199,0,16,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,150,0,0,0,934,0,0,0,50,0,0,0,140,0,0,0,0,0,0,0,48,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 21:00 - 22:00,f,f,411,0,31,0,0,0,75,0,4,0,381,0,0,0,37,0,6,0,f,f,0,0,252,0,0,0,0,0,0,0,0,0,0,0,192,0,16,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,139,0,0,0,968,0,0,0,48,0,0,0,128,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 22:00 - 23:00,f,f,396,0,28,0,0,0,76,0,3,0,355,0,0,0,34,0,6,0,f,f,0,0,232,0,0,0,0,0,0,0,0,0,0,0,184,0,14,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,126,0,0,0,938,0,0,0,43,0,0,0,122,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
28.03.2022 23:00 - 24:00,f,f,392,0,25,0,0,0,75,0,4,0,311,0,0,0,29,0,6,0,f,f,0,0,214,0,0,0,0,0,0,0,0,0,0,0,174,0,14,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,107,0,0,0,955,0,0,0,41,0,0,0,111,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
29.03.2022 00:00 - 01:00,f,f,435,0,23,0,0,0,74,0,0,0,285,0,0,0,25,0,7,0,f,f,0,0,199,0,0,0,0,0,0,0,0,0,0,0,165,0,16,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,96,0,0,0,786,0,0,0,37,0,0,0,103,0,0,0,0,0,0,0,35,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
29.03.2022 01:00 - 02:00,f,f,376,0,21,0,0,0,74,0,0,0,263,0,0,0,23,0,6,0,f,f,0,0,183,0,0,0,0,0,0,0,0,0,0,0,156,0,14,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,87,0,0,0,886,0,0,0,35,0,0,0,95,0,0,0,0,0,0,0,34,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
29.03.2022 02:00 - 03:00,f,f,384,0,20,0,0,0,71,0,0,0,255,0,0,0,23,0,6,0,f,f,0,0,178,0,0,0,0,0,0,0,0,0,0,0,152,0,16,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,82,0,0,0,934,0,0,0,35,0,0,0,92,0,0,0,0,0,0,0,32,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
29.03.2022 03:00 - 04:00,f,f,388,0,20,0,0,0,74,0,0,0,251,0,0,0,21,0,6,0,f,f,0,0,176,0,0,0,0,0,0,0,0,0,0,0,148,0,14,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,82,0,0,0,839,0,0,0,33,0,0,0,91,0,0,0,0,0,0,0,33,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
